pl_name,discoverymethod,pl_controv_flag,pl_orbsmax,pl_msinie,pl_dens,pl_orbeccen,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens
WASP-13 b,Transit,0,0.055700,,0.17800,,5826.00,1.66,1.22,0.000,,4.09,5.000,0.3780
WASP-13 b,Transit,0,,,,0.000000,5950.00,1.37,0.72,0.000,,4.06,,0.4000
WASP-13 b,Transit,0,0.055800,,0.18200,0.016000,5830.00,1.66,1.22,0.000,,,5.000,
WASP-130 b,Transit,0,0.101200,,2.34000,0.000000,5625.00,0.96,1.04,0.260,,4.49,2.000,1.6600
WASP-131 b,Transit,0,0.060700,,0.20000,0.000000,6030.00,1.53,1.06,-0.180,,4.09,4.500,0.4110
WASP-132 b,Transit,0,0.067000,,0.84000,0.000000,4775.00,0.74,0.80,0.220,,4.61,0.500,2.8200
WASP-133 b,Transit,0,0.034500,,0.88000,0.170000,5700.00,1.44,1.16,0.290,,4.18,6.800,0.5500
WASP-135 b,Transit,0,0.024300,,1.16000,0.000000,5675.00,0.96,0.98,0.020,,4.47,0.600,1.5800
WASP-136 b,Transit,0,0.066100,,0.77300,,6260.00,2.21,1.41,-0.180,,3.90,3.620,0.1860
WASP-138 b,Transit,0,0.049400,,1.20000,,6272.00,1.36,1.22,-0.090,,4.25,3.440,0.6870
WASP-139 b,Transit,0,0.062000,,0.31000,0.000000,5310.00,0.80,0.92,0.200,,4.59,0.500,2.5000
WASP-14 b,Transit,0,,,,0.082200,,,1.35,-0.130,,,,
WASP-14 b,Transit,0,0.036000,,4.65600,0.091000,6475.00,1.31,1.21,,,,,
WASP-14 b,Transit,0,,,,,,,,,,,,
WASP-14 b,Transit,0,0.037200,,2.25000,,6475.00,1.67,1.35,0.000,,4.13,2.400,0.4130
WASP-14 b,Transit,0,,,,0.090000,6475.00,1.40,1.62,0.000,,4.07,,0.8300
WASP-14 b,Transit,0,0.035800,,4.23000,0.078200,6480.00,1.31,1.21,0.000,,,0.750,
WASP-14 b,Transit,0,0.037000,,4.96000,0.087000,6475.00,1.32,1.30,,,4.31,,0.8030
WASP-14 b,Transit,0,0.037100,,5.29000,0.083000,6500.00,,,-0.100,,4.50,,
WASP-140 b,Transit,0,0.032300,,1.10000,0.047000,5260.00,0.87,0.90,0.120,,4.51,0.500,1.9400
WASP-141 b,Transit,0,0.046900,,1.98000,0.000000,5900.00,1.37,1.25,0.290,,4.26,5.000,0.6900
WASP-142 b,Transit,0,0.034700,,0.31000,0.000000,6010.00,1.64,1.33,0.260,,4.13,2.000,0.4200
WASP-144 b,Transit,0,0.031600,,0.95000,0.000000,5200.00,0.81,0.81,0.180,,4.53,8.710,2.1700
WASP-145 A b,Transit,0,0.026100,,1.60000,0.000000,4900.00,0.68,0.76,-0.040,,4.65,6.990,3.3600
WASP-147 b,Transit,0,0.054900,,0.26300,0.000000,5702.00,1.43,1.04,0.092,,,8.470,0.5090
WASP-148 b,Transit,0,,,,,5701.00,0.97,,,,4.47,,
WASP-148 b,Transit,0,0.084500,92.48853,0.96000,0.220000,5460.00,1.03,1.00,0.110,,4.40,,1.3000
WASP-148 c,Radial Velocity,0,0.210100,126.17851,,0.359000,5460.00,1.03,1.00,0.110,,4.40,,1.3000
WASP-15 b,Transit,0,,,,0.000000,6300.00,1.48,1.18,-0.170,,4.35,,0.5200
WASP-15 b,Transit,0,0.049900,,,0.087000,6300.00,1.44,1.18,-0.170,,4.35,,0.5550
WASP-15 b,Transit,0,0.049900,,0.24700,0.000000,6300.00,1.48,1.18,,0.490,,,
WASP-15 b,Transit,0,,,,0.038000,,,1.30,0.000,,,,
WASP-15 b,Transit,0,0.049900,,0.23100,0.055000,6300.00,1.48,1.18,0.170,,,3.900,
WASP-15 b,Transit,0,0.051650,,0.26300,,6405.00,1.52,1.30,0.000,,4.19,2.400,0.5220
WASP-150 b,Transit,0,0.069400,,8.54000,0.377500,6218.00,1.65,1.39,0.156,,4.15,2.950,0.6190
WASP-151 b,Transit,0,0.055000,,0.29000,0.003000,5871.00,1.14,1.08,0.100,,4.35,5.100,1.0200
WASP-153 b,Transit,0,0.048000,,0.15000,0.009000,5914.00,1.73,1.34,0.340,,4.10,4.000,0.3700
WASP-156 b,Transit,0,0.045300,,1.30000,0.007000,4910.00,0.76,0.84,0.240,,4.60,6.400,2.6800
WASP-157 b,Transit,0,0.049900,,,,5772.00,1.10,1.06,0.250,,4.38,,1.4000
WASP-157 b,Transit,0,,,,,,1.13,,,,,,
WASP-157 b,Transit,0,,,,,5753.00,1.10,1.03,,0.079,4.37,,1.0814
WASP-157 b,Transit,0,,,,,5773.00,1.04,1.07,0.310,,4.43,,
WASP-157 b,Transit,0,,,,,,1.20,,,,,,
WASP-157 b,Transit,0,0.052900,,0.64000,0.000000,5838.00,1.13,1.26,0.340,,4.50,1.600,1.2100
WASP-157 b,Transit,0,,,,,5753.00,1.10,1.03,,0.079,4.37,,1.0814
WASP-158 b,Transit,0,0.051700,,3.10000,0.000000,6350.00,1.39,1.38,0.240,,4.30,1.930,0.7500
WASP-159 b,Transit,0,0.053800,,0.28000,0.000000,6120.00,2.11,1.41,0.220,,3.94,3.400,0.2100
WASP-16 b,Transit,0,0.042100,,1.10400,0.000000,5700.00,0.95,1.02,,,,,
WASP-16 b,Transit,0,,,,0.000000,5700.00,1.14,1.78,0.010,,4.49,,1.6800
WASP-16 b,Transit,0,,,,,,,,,,,,
WASP-16 b,Transit,0,0.042200,,1.14000,0.018000,5700.00,0.95,1.02,0.010,,,2.300,
WASP-16 b,Transit,0,0.041500,,0.57200,,5630.00,1.09,0.98,0.070,,4.36,8.600,1.0700
WASP-16 b,Transit,0,,,,0.015000,,,0.98,0.070,,,,
WASP-160 B b,Transit,0,0.045200,,0.28400,0.000000,5298.00,0.87,0.87,0.270,,,9.750,1.8900
WASP-161 b,Transit,0,0.067300,,2.20000,,6400.00,1.71,1.39,0.160,0.647,4.11,,0.3980
WASP-162 b,Transit,0,0.087100,,6.90000,0.434000,5300.00,1.11,0.95,0.280,,4.33,12.970,1.0000
WASP-163 b,Transit,0,0.026600,,1.42000,,5500.00,1.01,0.97,-0.340,-0.076,4.41,,1.3000
WASP-164 b,Transit,0,0.028180,,1.96000,0.000000,5806.00,0.93,0.95,-0.010,,,4.080,1.6420
WASP-165 b,Transit,0,0.048230,,0.44000,0.000000,5599.00,1.75,1.25,0.330,,,4.770,0.3280
WASP-166 b,Transit,0,,,,,6313.00,1.27,,,,4.33,,
WASP-166 b,Transit,0,0.064100,,0.54000,0.000000,6050.00,1.22,1.19,0.190,,4.34,2.100,0.9200
WASP-167 b,Transit,0,0.036500,,,,7000.00,1.79,1.59,0.100,,4.13,1.290,0.3900
WASP-168 b,Transit,0,0.051900,,0.16000,0.000000,6000.00,1.12,1.08,-0.010,,4.37,3.960,1.1000
WASP-169 b,Transit,0,0.068100,,0.33000,0.000000,6110.00,2.01,1.34,0.060,,3.96,3.802,0.2340
WASP-17 b,Transit,0,,,,0.039000,,,1.29,-0.020,,,,
WASP-17 b,Transit,0,,,,0.000000,6550.00,1.49,2.28,-0.250,,4.20,,0.9800
WASP-17 b,Transit,0,,,,,6548.00,1.57,1.35,-0.070,0.613,4.18,,0.4902
WASP-17 b,Transit,0,0.051300,,0.12100,0.000000,,1.57,1.31,,,,,
WASP-17 b,Transit,0,0.051500,,0.08170,0.028000,6650.00,1.57,1.31,-0.190,,4.16,,0.4740
WASP-17 b,Transit,0,0.050000,,,0.110000,6650.00,1.58,1.20,-0.190,,4.45,,0.4280
WASP-17 b,Transit,0,,,,,6548.00,1.57,1.35,-0.070,0.613,4.18,,0.4902
WASP-17 b,Transit,0,0.051510,,0.08000,0.020000,6650.00,1.57,1.31,0.190,,,2.650,
WASP-17 b,Transit,0,0.051000,,0.12200,0.129000,6550.00,1.38,1.20,,,,,
WASP-17 b,Transit,0,0.051250,,0.08200,0.000000,,1.58,1.29,,,4.15,2.700,0.4570
WASP-170 b,Transit,0,0.033700,,1.60000,,5600.00,0.94,0.93,0.220,-0.114,4.47,,1.5800
WASP-171 b,Transit,0,0.050400,,1.50000,0.000000,5965.00,1.64,1.17,0.040,,4.08,5.908,0.3810
WASP-172 b,Transit,0,0.069400,,0.16000,0.000000,6900.00,1.91,1.49,-0.100,,4.05,1.790,0.3000
WASP-173 A b,Transit,0,0.025080,1099.69180,2.02000,0.000000,5767.00,1.10,1.09,0.259,0.083,4.39,3.250,1.1600
WASP-173 A b,Transit,0,0.024800,,2.84000,0.000000,5800.00,1.11,1.05,0.160,,4.37,6.780,1.1000
WASP-174 b,Transit,0,0.055900,,,,6400.00,1.31,1.30,0.090,,4.32,1.650,0.8000
WASP-175 b,Transit,0,0.044030,,0.74000,0.000000,6229.00,1.20,1.21,0.150,,4.36,1.745,0.9770
WASP-176 b,Transit,0,0.053500,,0.31000,0.000000,5941.00,1.93,1.34,0.164,,4.00,4.810,0.3710
WASP-177 b,Transit,0,0.039570,,0.17200,,5017.00,0.89,0.88,0.250,,4.49,9.700,1.7800
WASP-178 b,Transit,0,0.055800,,0.37000,0.000000,9360.00,1.67,2.07,0.210,,4.31,,0.6200
WASP-178 b,Transit,0,,,,,9364.00,1.76,,,,4.32,,
WASP-178 b,Transit,0,0.054500,444.96200,0.23800,0.000000,8640.00,1.80,1.93,-0.060,1.215,4.21,0.430,0.4630
WASP-18 b,Transit,0,0.020000,,10.30000,0.000000,6400.00,,,,,,0.700,
WASP-18 b,Transit,0,,,,0.006800,,,1.28,0.110,,,,
WASP-18 b,Transit,0,0.020300,,9.60000,0.007570,6400.00,1.22,1.25,0.000,,,1.000,
WASP-18 b,Transit,0,,,,0.010000,6431.00,1.29,1.46,0.130,,4.47,,0.9700
WASP-18 b,Transit,0,0.020470,,8.78000,,6400.00,1.23,1.28,0.000,,4.37,1.000,0.9710
WASP-18 b,Transit,0,0.020000,,,,6400.00,1.23,1.22,,,,,
WASP-18 b,Transit,0,0.020430,,8.22000,,6455.00,1.23,1.27,0.000,,4.37,0.400,0.9680
WASP-18 b,Transit,0,0.020260,,8.78000,0.009200,6400.00,,,,,,,
WASP-18 b,Transit,0,,,,0.008500,6226.00,1.35,1.20,0.100,0.390,4.26,,0.6929
WASP-18 b,Transit,0,0.020200,,,0.008480,6400.00,1.36,1.24,0.000,,4.40,,0.6940
WASP-18 b,Transit,0,0.020340,,8.83000,,6400.00,1.22,1.26,0.000,,4.36,0.500,0.9710
WASP-18 b,Transit,0,0.020870,,,0.009100,6431.00,1.26,1.46,0.110,,4.47,,
WASP-18 c,Transit Timing Variations,0,0.035000,,,0.015000,6400.00,1.23,1.22,,,,,
WASP-180 A b,Transit,0,0.048000,,0.61000,0.000000,6600.00,1.19,1.30,0.100,,4.42,1.200,1.1700
WASP-181 b,Transit,0,0.054270,,0.23700,,5839.00,0.96,1.04,0.090,,4.49,2.500,1.6400
WASP-182 b,Transit,0,0.045100,,0.31800,0.000000,5638.00,1.34,1.08,0.270,,4.22,5.952,0.6360
WASP-183 b,Transit,0,0.046320,,0.21000,,5313.00,0.87,0.78,-0.310,,4.45,14.900,1.6800
WASP-184 b,Transit,0,0.062700,,0.32000,0.000000,6000.00,1.65,1.23,0.120,,4.09,4.700,0.3800
WASP-185 b,Transit,0,0.090400,,0.66000,0.240000,5900.00,1.50,1.12,-0.020,,4.13,6.600,0.4700
WASP-186 b,Transit,0,,,,,6434.00,1.48,,,,4.21,,
WASP-186 b,Transit,0,0.060000,,3.82100,0.330000,6361.00,1.47,1.22,-0.080,,4.19,3.100,0.5460
WASP-187 b,Transit,0,,,,,6064.00,2.90,,,,3.57,,
WASP-187 b,Transit,0,0.065300,,0.22400,0.000000,6150.00,2.83,1.54,0.000,,3.72,2.550,0.0960
WASP-19 b,Transit,0,0.016160,,0.51100,,5440.00,1.00,0.90,0.020,,4.39,11.500,1.2580
WASP-19 b,Transit,0,,,,,5503.00,1.03,0.97,0.210,-0.059,4.40,,1.2586
WASP-19 b,Transit,0,0.016490,,0.63700,0.006100,5500.00,0.94,0.96,0.020,,,5.500,
WASP-19 b,Transit,0,0.016530,,0.59451,0.007700,,0.99,0.97,,,,,1.3800
WASP-19 b,Transit,0,,,,0.002400,,,0.94,0.150,,,,
WASP-19 b,Transit,0,0.016550,,0.58300,0.004600,,0.99,0.97,,,,,
WASP-19 b,Transit,0,,,,,5503.00,1.03,0.97,0.210,-0.059,4.40,,1.2586
WASP-19 b,Transit,0,,,,,5503.00,1.03,0.97,0.210,-0.059,4.40,,1.2586
WASP-19 b,Transit,0,0.016340,,0.49200,0.002000,5568.00,1.00,0.90,0.150,,4.45,,
WASP-190 b,Transit,0,0.066300,,,0.000000,6400.00,1.60,1.35,-0.020,,4.17,,0.4800
WASP-192 b,Transit,0,0.040800,,1.62000,0.000000,5910.00,1.32,1.09,0.140,,4.24,5.700,0.6710
WASP-2 b,Transit,0,0.030330,,0.99400,,5150.00,0.81,0.80,-0.080,,4.53,11.900,2.1510
WASP-2 b,Transit,0,,,,,5147.00,0.85,0.87,0.100,-0.335,4.51,,1.9624
WASP-2 b,Transit,0,0.030330,,0.99400,,5150.00,0.81,0.80,-0.080,,4.53,11.900,2.1510
WASP-2 b,Transit,0,0.030700,,,0.070000,5150.00,0.82,0.84,-0.080,,4.40,,2.1000
WASP-2 b,Transit,0,0.031400,,0.93000,0.013000,5200.00,0.84,0.89,0.100,,,7.000,
WASP-2 b,Transit,0,0.031380,,0.87000,,5200.00,0.84,0.89,,,,,2.0950
WASP-2 b,Transit,0,,,,0.005400,,,0.85,0.060,,,,
WASP-2 b,Transit,0,0.031380,,0.92000,,5200.00,0.84,0.89,0.100,-0.328,4.54,5.600,2.0500
WASP-2 b,Transit,0,0.030920,,0.91100,,5170.00,0.82,0.85,0.040,,4.54,8.200,2.1470
WASP-2 b,Transit,0,,,,,,0.81,0.79,,,,,
WASP-2 b,Transit,0,0.031440,294.62841,0.91400,,5180.00,0.87,0.90,0.120,-0.313,4.51,,1.9400
WASP-2 b,Transit,0,0.030700,,,,5200.00,0.78,0.79,,,4.30,,
WASP-20 b,Transit,0,0.058100,,0.22500,,,1.14,1.09,,,4.36,3.600,1.0300
WASP-20 b,Transit,0,0.059990,,0.12300,0.039000,5940.00,1.39,1.20,0.008,,,7.000,
WASP-20 b,Transit,0,0.060000,,0.13200,0.000000,5940.00,1.39,1.20,-0.008,,4.23,7.000,0.6300
WASP-21 b,Transit,0,,,,,5800.00,1.14,0.89,-0.460,,4.28,,
WASP-21 b,Transit,0,0.052120,,0.30100,0.048000,5800.00,1.06,1.01,0.460,,,12.000,
WASP-21 b,Transit,0,,,,,5924.00,1.35,1.08,-0.220,0.304,4.21,,0.6222
WASP-21 b,Transit,0,0.052000,,0.32000,0.000000,,,,,,,,
WASP-21 b,Transit,0,,,,,5924.00,1.35,1.08,-0.220,0.304,4.21,,0.6222
WASP-21 b,Transit,0,0.051600,,0.18200,,5800.00,1.19,0.98,-0.460,,4.28,,0.8270
WASP-22 b,Transit,0,,,,0.020000,6000.00,1.24,1.46,-0.050,,4.50,,1.0800
WASP-22 b,Transit,0,0.047000,,0.45900,0.021000,6000.00,1.22,1.11,0.050,,,4.300,
WASP-22 b,Transit,0,0.048900,,0.44400,,6153.00,1.25,1.25,0.260,,4.34,1.300,0.8900
WASP-22 b,Transit,0,0.046800,,0.53000,0.023000,6000.00,1.13,1.10,-0.050,,4.37,3.000,1.0700
WASP-22 b,Transit,0,0.046980,,0.50300,0.000000,5958.00,1.22,1.11,,,,,
WASP-22 b,Transit,0,,,,0.010800,,,1.11,0.050,,,,
WASP-23 b,Transit,0,0.037000,,1.17000,0.065000,5150.00,0.77,0.78,0.050,,,6.200,
WASP-23 b,Transit,0,0.037600,,,0.062000,5150.00,0.77,0.78,,,,,
WASP-24 b,Transit,0,,,,0.000000,6075.00,,,,,,,
WASP-24 b,Transit,0,0.036350,,0.62200,,6107.00,1.32,1.17,-0.020,,4.27,2.500,0.7220
WASP-24 b,Transit,0,0.036510,,0.64800,0.000000,6075.00,1.33,1.18,,,,,
WASP-24 b,Transit,0,,,,0.003300,,,1.18,-0.020,,,,
WASP-24 b,Transit,0,,,,0.000000,6075.00,1.42,1.43,0.000,,4.26,,0.7100
WASP-24 b,Transit,0,0.036070,,0.59700,0.004600,6080.00,1.33,1.15,0.070,,,3.800,
WASP-25 b,Transit,0,,,,0.000000,5750.00,0.80,0.67,-0.050,,4.50,,1.8200
WASP-25 b,Transit,0,0.048190,,0.38200,,5736.00,0.92,1.05,0.060,,4.53,0.100,1.8840
WASP-25 b,Transit,0,0.047380,,0.40600,0.083000,5750.00,0.92,1.00,0.050,,,0.020,
WASP-25 b,Transit,0,0.047300,,0.42200,0.000000,5703.00,0.92,1.00,,,,,
WASP-25 b,Transit,0,0.047300,,,0.000000,5750.00,0.92,1.00,,,,,
WASP-26 b,Transit,0,0.039970,,0.56000,0.003900,5950.00,1.34,1.12,0.020,,,6.000,
WASP-26 b,Transit,0,0.039850,,0.64900,0.000000,5939.00,1.30,1.11,,,,,
WASP-26 b,Transit,0,,,,0.000000,6034.00,1.22,0.86,0.160,,4.44,,0.6600
WASP-26 b,Transit,0,0.039660,,0.70300,,6015.00,1.28,1.09,-0.020,,4.26,4.000,0.7290
WASP-26 b,Transit,0,,,,,,,,,,,,
WASP-28 b,Transit,0,0.044640,,0.63000,,,1.08,,,,4.38,,1.1330
WASP-28 b,Transit,0,0.044650,,0.62900,0.058000,6150.00,1.09,1.02,0.290,,,5.000,
WASP-28 b,Transit,0,0.044500,,,,6084.00,1.12,1.01,-0.200,,4.34,4.200,
WASP-28 b,Transit,0,0.044690,,0.67600,0.000000,6150.00,1.09,1.02,-0.290,,4.37,5.000,1.1040
WASP-29 b,Transit,0,0.045650,,0.70000,,,0.81,,,,,,
WASP-29 b,Transit,0,,,,0.030000,4800.00,0.79,0.77,0.110,,4.50,,2.2200
WASP-29 b,Transit,0,0.045660,,0.61000,0.059000,4800.00,0.81,0.82,0.110,,,14.000,
WASP-29 b,Transit,0,0.045700,,0.65000,0.030000,4800.00,0.81,0.82,,,,,
WASP-3 b,Transit,0,0.031870,,0.89000,,6400.00,1.38,1.26,0.000,,4.26,2.100,0.6820
WASP-3 b,Transit,0,0.031820,,0.82200,0.005800,6400.00,1.37,1.26,0.000,,,2.100,
WASP-3 b,Transit,0,0.031510,,1.03700,0.000000,6352.00,1.36,1.26,-0.040,0.434,4.27,,0.7049
WASP-3 b,Transit,0,0.031850,,0.89000,,6400.00,1.37,1.26,0.000,,4.27,2.100,0.6970
WASP-3 b,Transit,0,0.031700,,1.03000,,6400.00,1.31,1.24,0.000,,4.25,,0.7800
WASP-3 b,Transit,0,,,,0.006600,,,1.20,-0.060,,,,
WASP-3 b,Transit,0,,,,0.000000,,1.35,1.24,,,,,
WASP-3 b,Transit,0,,,,0.000000,6400.00,1.44,1.62,0.000,,4.25,,0.7700
WASP-3 b,Transit,0,0.031500,,0.95000,0.003000,6400.00,1.36,1.23,0.000,,4.26,,0.6800
WASP-31 b,Transit,0,0.046570,,,0.000000,6300.00,1.24,1.16,,,,,
WASP-31 b,Transit,0,0.046630,,0.16300,0.047000,6300.00,1.25,1.17,0.200,,,1.000,
WASP-31 b,Transit,0,,,,,6217.00,1.27,1.20,-0.080,0.336,4.31,,0.8285
WASP-31 b,Transit,0,,,,,6217.00,1.27,1.20,-0.080,0.336,4.31,,0.8285
WASP-31 b,Transit,0,0.046590,,0.17200,0.000000,6302.00,1.25,1.16,,,,,
WASP-32 b,Transit,0,0.039040,,3.24000,0.004000,6140.00,1.09,1.07,0.130,,,2.220,
WASP-32 b,Transit,0,,,,0.000000,6140.00,0.95,0.72,-0.130,,4.40,,1.1800
WASP-32 b,Transit,0,,,,0.018000,6100.00,,1.10,-0.130,,4.39,,
WASP-32 b,Transit,0,0.039400,,2.92600,0.018000,6100.00,1.11,1.10,,,,,
WASP-33 b,Transit,0,,,,,7308.00,1.60,1.65,,0.819,4.25,,0.5664
WASP-33 b,Transit,0,0.025900,,0.86000,0.000000,7430.00,,,0.100,,4.30,,
WASP-33 b,Transit,0,0.023900,,0.68900,,7430.00,1.44,1.50,,,,,
WASP-33 b,Transit,0,,,,0.000000,7308.00,1.55,1.85,0.000,,4.50,,0.7000
WASP-33 b,Transit,0,0.025550,,,,7430.00,1.44,1.50,,,,,
WASP-33 b,Transit,0,,,,,7308.00,1.60,1.65,,0.819,4.25,,0.5664
WASP-33 b,Transit,0,,,,,7400.00,,,0.100,,4.30,,
WASP-33 b,Transit,0,,,,,7308.00,1.60,1.65,,0.819,4.25,,0.5664
WASP-34 b,Transit,0,,,,0.010900,,,1.01,-0.020,,,,
WASP-34 b,Transit,0,0.052100,,0.41200,0.025000,5700.00,0.93,1.01,0.020,,,7.800,
WASP-34 b,Transit,0,0.052400,,0.45000,0.038000,5700.00,0.93,1.01,,,,,
WASP-34 b,Transit,0,,,,0.040000,5700.00,0.91,0.96,-0.020,,4.50,,1.7800
WASP-35 b,Transit,0,0.043130,,0.37800,0.028000,5990.00,1.09,1.07,0.150,,,5.000,
WASP-35 b,Transit,0,0.043170,,0.42600,0.000000,5990.00,1.09,1.07,,,,,
WASP-35 b,Transit,0,,,,0.000000,5990.00,1.08,1.05,-0.150,,4.40,,1.1700
WASP-36 b,Transit,0,0.026770,,1.26000,,5959.00,0.98,1.08,-0.260,,4.49,1.400,1.5950
WASP-36 b,Transit,0,0.026430,,1.45800,0.000000,5959.00,0.95,1.04,,,,,
WASP-36 b,Transit,0,0.026430,,1.35400,0.019000,5900.00,0.95,1.04,0.260,,,2.500,
WASP-36 b,Transit,0,0.026430,,1.35300,0.000000,5880.00,,,-0.310,,4.50,,
WASP-36 b,Transit,0,0.026410,,1.29800,,,0.96,,,,4.49,,1.6570
WASP-37 b,Transit,0,0.044600,,1.53000,0.000000,5800.00,1.00,0.93,,-0.021,,,
WASP-37 b,Transit,0,,,,,5849.09,1.06,1.06,-0.284,0.077,4.41,,1.2374
WASP-37 b,Transit,0,0.044700,,1.43000,0.052000,5800.00,1.00,0.93,0.400,,,11.000,
WASP-38 b,Transit,0,,,,0.030000,6180.00,1.52,1.76,-0.020,,4.25,,0.7100
WASP-38 b,Transit,0,0.075840,,2.54000,0.027800,6180.00,1.35,1.23,0.020,,,3.290,
WASP-38 b,Transit,0,0.076000,,2.10000,0.000000,6200.00,,,,,,1.000,
WASP-38 b,Transit,0,0.075800,,,0.028000,,1.35,1.23,-0.020,,,,0.7000
WASP-38 b,Transit,0,,,,0.032900,,,1.23,-0.020,,,,
WASP-38 b,Transit,0,0.075220,,2.74000,0.031400,6150.00,1.33,1.20,,,,,
WASP-39 b,Transit,0,0.048280,,0.16700,,5485.00,0.94,0.91,0.010,,4.45,8.500,1.5550
WASP-39 b,Transit,0,0.048590,,0.16600,0.048000,5400.00,0.90,0.93,0.120,,,9.000,
WASP-39 b,Transit,0,0.048580,,0.16000,,,0.92,,,,4.48,,1.6920
WASP-39 b,Transit,0,,,,,5326.60,1.01,0.92,-0.030,-0.128,4.39,,1.2435
WASP-39 b,Transit,0,,,,,5326.60,1.01,0.92,-0.030,-0.128,4.39,,1.2435
WASP-39 b,Transit,0,,,,0.000000,5326.60,1.01,0.92,-0.030,-0.128,4.39,,1.2435
WASP-39 b,Transit,0,0.048600,,0.18600,0.000000,5400.00,0.90,0.93,,,,,
WASP-39 b,Transit,0,,,,,5326.60,1.01,0.92,-0.030,-0.128,4.39,,1.2435
WASP-4 b,Transit,0,,,,,5504.00,0.89,0.97,-0.010,-0.179,4.52,,1.9077
WASP-4 b,Transit,0,0.023200,,,0.018200,5500.00,0.90,0.93,-0.030,,4.50,,1.7844
WASP-4 b,Transit,0,,,,0.003400,,,0.92,0.000,,,,
WASP-4 b,Transit,0,0.023120,,0.77400,0.000000,5504.00,0.89,0.97,-0.010,-0.179,4.52,,1.9077
WASP-4 b,Transit,0,0.023290,,0.66500,,5500.00,0.91,0.94,-0.030,,4.49,,1.7370
WASP-4 b,Transit,0,,,,0.000000,,0.91,,,,,,
WASP-4 b,Transit,0,0.023180,,0.61200,,5540.00,0.91,0.93,-0.030,,4.49,6.400,1.7330
WASP-4 b,Transit,0,0.022600,,,0.000000,5400.00,0.89,0.86,-0.070,,4.47,7.000,1.7110
WASP-4 b,Transit,0,0.022870,,0.61000,0.003300,5436.00,0.92,0.89,0.050,,,7.000,
WASP-4 b,Transit,0,0.023070,,0.65835,,5500.00,0.91,0.91,-0.030,,4.49,7.000,1.7370
WASP-4 b,Transit,0,,,,0.000000,5436.00,0.92,0.89,-0.050,,4.46,7.000,
WASP-4 b,Transit,0,,,,0.000000,5500.00,0.90,0.87,0.000,,4.45,,1.6900
WASP-4 b,Transit,0,,,,,5504.00,0.89,0.97,-0.010,-0.179,4.52,,1.9077
WASP-4 b,Transit,0,,,,,5436.00,0.89,,,,4.46,,
WASP-41 b,Transit,0,0.040220,,0.67200,0.120000,5450.00,0.90,0.93,0.080,,,9.800,
WASP-41 b,Transit,0,0.040200,,0.66500,0.000000,5450.00,0.90,0.93,,,,,
WASP-41 b,Transit,0,,,,0.000000,5545.00,0.83,0.81,0.060,,4.53,,2.0100
WASP-41 b,Transit,0,0.041000,,0.74200,,5546.00,0.89,0.99,0.060,,4.54,1.200,2.0000
WASP-41 b,Transit,0,0.040000,,0.74000,0.026000,5545.00,0.87,0.93,0.060,,4.53,,1.9900
WASP-41 c,Radial Velocity,0,1.070000,1010.69940,,0.294000,5545.00,0.87,0.93,0.060,,4.53,,1.9900
WASP-42 b,Transit,0,0.056100,,0.46400,,5315.00,0.89,0.95,0.290,,4.51,4.400,1.8850
WASP-42 b,Transit,0,0.054800,,0.52800,0.060000,5200.00,0.86,0.88,,,,,
WASP-42 b,Transit,0,0.054800,,0.51400,0.062000,5200.00,0.85,0.88,0.050,,,11.300,
WASP-43 b,Transit,0,0.014200,,2.93900,0.000000,4400.00,0.60,0.58,,,,,
WASP-43 b,Transit,0,0.015040,,2.43000,0.000000,4500.00,0.65,0.69,-0.010,,4.50,,2.5260
WASP-43 b,Transit,0,,,,,4124.00,0.76,0.65,,-0.825,4.49,,2.1070
WASP-43 b,Transit,0,0.014000,,2.90000,0.000000,4400.00,,,,,,0.800,
WASP-43 b,Transit,0,0.015280,,2.28000,0.006200,4400.00,0.67,0.72,0.050,,,7.000,
WASP-43 b,Transit,0,,,,0.000000,4124.00,0.76,0.65,,-0.825,4.49,,2.1070
WASP-43 b,Transit,0,,,,0.000000,4124.00,0.76,0.65,,-0.825,4.49,,2.1070
WASP-43 b,Transit,0,,,,0.000000,4124.00,0.76,0.65,,-0.825,4.49,,2.1070
WASP-44 b,Transit,0,0.034530,276.19427,0.81100,,5420.00,0.91,0.94,-0.003,-0.198,4.49,,1.7700
WASP-44 b,Transit,0,0.034740,,0.74000,0.068000,5400.00,0.93,0.95,0.060,,,10.300,
WASP-44 b,Transit,0,0.034430,,1.14000,0.000000,5410.00,,,0.060,,4.48,,
WASP-44 b,Transit,0,0.034730,,0.81100,0.000000,5410.00,0.93,0.95,,,,,
WASP-45 b,Transit,0,0.040540,,0.79000,0.043000,5100.00,0.94,0.91,0.360,,,12.700,
WASP-45 b,Transit,0,0.040540,,0.85100,0.000000,5140.00,0.94,0.91,,,,,
WASP-45 b,Transit,0,0.040500,,1.27500,,5100.00,0.92,0.90,0.500,,4.47,7.200,1.6540
WASP-45 b,Transit,0,0.039630,305.43463,1.41800,,5150.00,0.85,0.85,-0.030,-0.336,4.50,,1.9200
WASP-45 b,Transit,0,,,,0.000000,5140.00,0.96,0.95,0.000,,4.45,,1.5300
WASP-46 b,Transit,0,0.023340,,1.45000,0.022000,5600.00,0.86,0.83,0.370,,,9.600,
