rowid,plntname,centralwavelng,bandwidth,especlipdep,especlipdeperr1,especlipdeperr2,especlipdeplim,espbritemp,espbritemperr1,espbritemperr2,espbritemplim,plntreflink,facility,instrument
275,WASP-33 b,1.2330,,0.099400,0.006930,-0.006930,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
276,WASP-33 b,1.2380,,0.084100,0.007360,-0.007360,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
277,WASP-33 b,1.2430,,0.088900,0.006830,-0.006830,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
278,WASP-33 b,1.2480,,0.089800,0.007360,-0.007360,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
279,WASP-33 b,1.2520,,0.098000,0.007180,-0.007180,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
280,WASP-33 b,1.2570,,0.108000,0.007360,-0.007360,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
281,WASP-33 b,1.2620,,0.100000,0.006870,-0.006870,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
282,WASP-33 b,1.2660,,0.096000,0.006890,-0.006890,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
283,WASP-33 b,1.2710,,0.058200,0.010100,-0.010100,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
284,WASP-33 b,1.2760,,0.030500,0.009600,-0.009600,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
285,WASP-33 b,1.2810,,0.245000,0.025200,-0.025200,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
286,WASP-33 b,1.2850,,0.179000,0.018400,-0.018400,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
287,WASP-33 b,1.2900,,0.121000,0.009340,-0.009340,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
288,WASP-33 b,1.2950,,0.123000,0.007080,-0.007080,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
289,WASP-33 b,1.2990,,0.120000,0.006470,-0.006470,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
290,WASP-33 b,1.3040,,0.110000,0.007100,-0.007100,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
291,WASP-33 b,1.3090,,0.111000,0.006900,-0.006900,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
292,WASP-33 b,1.3140,,0.113000,0.007000,-0.007000,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
293,WASP-33 b,1.3180,,0.112000,0.008400,-0.008400,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
294,WASP-33 b,1.3230,,0.094600,0.006800,-0.006800,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
295,WASP-33 b,1.3280,,0.107000,0.007000,-0.007000,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
296,WASP-33 b,1.3320,,0.140000,0.007320,-0.007320,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
297,WASP-33 b,1.3370,,0.134000,0.006670,-0.006670,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
298,WASP-33 b,1.3420,,0.115000,0.006320,-0.006320,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
299,WASP-33 b,1.3460,,0.106000,0.007100,-0.007100,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
300,WASP-33 b,1.3510,,0.101400,0.006980,-0.006980,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
301,WASP-33 b,1.3560,,0.109000,0.007000,-0.007000,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
302,WASP-33 b,1.3610,,0.101400,0.006800,-0.006800,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
303,WASP-33 b,1.3650,,0.091800,0.007500,-0.007500,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
304,WASP-33 b,1.3700,,0.093000,0.006600,-0.006600,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
305,WASP-33 b,1.3750,,0.097500,0.006900,-0.006900,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
306,WASP-33 b,1.3790,,0.112000,0.006900,-0.006900,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
307,WASP-33 b,1.3840,,0.126000,0.007400,-0.007400,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
308,WASP-33 b,1.3890,,0.137000,0.006830,-0.006830,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
309,WASP-33 b,1.3940,,0.139000,0.007860,-0.007860,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
310,WASP-33 b,1.3980,,0.127000,0.006730,-0.006730,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
311,WASP-33 b,1.4030,,0.121000,0.006690,-0.006690,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
312,WASP-33 b,1.4080,,0.129000,0.007300,-0.007300,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
313,WASP-33 b,1.4120,,0.123000,0.006630,-0.006630,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
314,WASP-33 b,1.4170,,0.119000,0.007220,-0.007220,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
315,WASP-33 b,1.4220,,0.126000,0.007790,-0.007790,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
316,WASP-33 b,1.4270,,0.129000,0.007160,-0.007160,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
317,WASP-33 b,1.4310,,0.122000,0.006700,-0.006700,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
318,WASP-33 b,1.4360,,0.112000,0.007100,-0.007100,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
319,WASP-33 b,1.4410,,0.141000,0.008490,-0.008490,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
320,WASP-33 b,1.4450,,0.125000,0.008110,-0.008110,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
321,WASP-33 b,1.4500,,0.126000,0.007600,-0.007600,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
322,WASP-33 b,1.4550,,0.140000,0.007640,-0.007640,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
323,WASP-33 b,1.4600,,0.129000,0.007420,-0.007420,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
324,WASP-33 b,1.4640,,0.127000,0.007380,-0.007380,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
325,WASP-33 b,1.4690,,0.129000,0.006810,-0.006810,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
326,WASP-33 b,1.4740,,0.130000,0.006950,-0.006950,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
327,WASP-33 b,1.4780,,0.132000,0.006780,-0.006780,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
328,WASP-33 b,1.4830,,0.145000,0.006990,-0.006990,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
329,WASP-33 b,1.4880,,0.152000,0.009030,-0.009030,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
330,WASP-33 b,1.4930,,0.138000,0.008170,-0.008170,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
331,WASP-33 b,1.4970,,0.134000,0.007670,-0.007670,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
332,WASP-33 b,1.5020,,0.136000,0.007350,-0.007350,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
333,WASP-33 b,1.5070,,0.149000,0.008350,-0.008350,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
334,WASP-33 b,1.5110,,0.127000,0.007640,-0.007640,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
335,WASP-33 b,1.5160,,0.111000,0.007640,-0.007640,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
336,WASP-33 b,1.5210,,0.121000,0.007360,-0.007360,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
337,WASP-33 b,1.5250,,0.125000,0.007080,-0.007080,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
338,WASP-33 b,1.5300,,0.130000,0.008050,-0.008050,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
339,WASP-33 b,1.5350,,0.125000,0.007830,-0.007830,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
340,WASP-33 b,1.5400,,0.107000,0.007910,-0.007910,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
341,WASP-33 b,1.5440,,0.146000,0.007470,-0.007470,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
342,WASP-33 b,1.5490,,0.128000,0.007630,-0.007630,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
343,WASP-33 b,1.5540,,0.134000,0.008090,-0.008090,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
344,WASP-33 b,1.5580,,0.156000,0.009170,-0.009170,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
345,WASP-33 b,1.5630,,0.117000,0.008390,-0.008390,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
346,WASP-33 b,1.5680,,0.124000,0.008050,-0.008050,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
347,WASP-33 b,1.5730,,0.145000,0.009240,-0.009240,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
348,WASP-33 b,1.5770,,0.122000,0.009050,-0.009050,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
349,WASP-33 b,1.5820,,0.099300,0.009190,-0.009190,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
350,WASP-33 b,1.5870,,0.138000,0.007960,-0.007960,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
351,WASP-33 b,1.5910,,0.176000,0.012300,-0.012300,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
352,WASP-33 b,1.5960,,0.145000,0.010100,-0.010100,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
353,WASP-33 b,1.6010,,0.114000,0.008290,-0.008290,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
354,WASP-33 b,1.6060,,0.088900,0.009160,-0.009160,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
355,WASP-33 b,1.6100,,0.123000,0.011500,-0.011500,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
356,WASP-33 b,1.6150,,0.179000,0.012800,-0.012800,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
357,WASP-33 b,1.6200,,0.123000,0.009300,-0.009300,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
358,WASP-33 b,1.6240,,0.119000,0.009550,-0.009550,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
359,WASP-33 b,1.6290,,0.095100,0.011200,-0.011200,0,,,,,<a refstr=HAYNES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..146H/abstract target=ref>Haynes et al. 2015</a>,Hubble Space Telescope satellite,Wide Field Camera 3
360,WASP-36 b,2.1590,0.2620,0.130000,0.040000,-0.040000,0,1900,100,-200,0,<a refstr=ZHOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015MNRAS.454.3002Z/abstract target=ref>Zhou et al. 2015</a>,Anglo Austrailian Telescope,IRIS2
361,WASP-39 b,3.6000,,0.088000,0.015000,-0.015000,0,1213,58,-62,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
362,WASP-39 b,4.5000,,0.096000,0.018000,-0.018000,0,1055,60,-65,0,<a refstr=KAMMER_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...810..118K/abstract target=ref>Kammer et al. 2015</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
363,WASP-3 b,3.6000,,0.209000,0.040000,-0.028000,0,2280,210,-150,0,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
364,WASP-3 b,4.5000,,0.282000,0.012000,-0.012000,0,2400,80,-80,0,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
365,WASP-3 b,8.0000,,0.328000,0.086000,-0.055000,0,2210,390,-250,0,<a refstr=ROSTRON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.441.3666R/abstract target=ref>Rostron et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
366,WASP-3 b,2.1500,,0.181000,0.020000,-0.020000,0,,,,,<a refstr=ZHAO_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...748L...8Z/abstract target=ref>Zhao et al. 2012</a>,Palomar Observatory 200-inch Hale Telescope,Wide-field InfraRed Camera (WIRC)
367,WASP-3 b,2.1500,,0.193000,0.014000,-0.014000,0,,,,,<a refstr=CROLL_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...28C/abstract target=ref>Croll et al. 2015</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
368,WASP-43 b,2.0950,0.0200,0.156000,0.014000,-0.014000,0,,,,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,HAWK-I
369,WASP-43 b,1.1860,0.0200,0.079000,0.032000,-0.031000,0,,,,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,HAWK-I
370,WASP-43 b,0.9159,0.0005,0.021000,0.019000,-0.013000,0,,,,,<a refstr=GILLON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A&A...542A...4G/abstract target=ref>Gillon et al. 2012</a>,European Southern Observatory (ESO) 0.6m TRAnsiting Planets and PlanetesImals Small Telescope (TRAPPIST) at La Silla Observatory,TRAPPISTCam
371,WASP-43 b,,,0.103000,0.017000,-0.017000,0,1850,,,0,<a refstr=WANG_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...70W/abstract target=ref>Wang et al. 2013</a>,3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,WIRCam
